"Id","Original_Text","Cleaned_Text"
908,"GG STATUS 1-25-17  (Final demand mailed) ( #33503077OA -2,341.92  dup pmt custmr previously notified cll to refund once acct is currnt)  * Coll recd call frm Helena  Finikaki@Stanford, waiting on amendment to be signed by Vlt so the CONV can be pd.  The $11K , labor hrs, per Orlando@volt already signed and submitted to Stanford. Coll eml Orlando@volt to complete amendment for Conversion Fee.   From: Gigi Garcia   Sent: Wednesday, January 25, 2017 4:04 PM  To: Orlando Orellana <OOrellana@Volt.com>; Tom Schmidt <TSchmidt@Volt.com>  Subject: (Urgent) STANFORD HEALTH CARE acct#9451527 ( inv#33832369 Maritess Xavier Conversion Fee Amendment )     Hi Orlando,    I called you today. I was not able to leave you a voicemail message.  A lady answered.  I apologize for not remembering her name.  She told me you were not in the office and she was the only person in the office today.     Thank you for the support.     Gigi Garcia  Customer Service Account Representative  Volt Information Sciences  Shared Accounting Services  (714)921-7450 tel  (714)921-5563fax  GigiGarcia@Volt.com       From: Orlando Orellana   Sent: Wednesday, January 25, 2017 3:59 PM  To: Gigi Garcia <GigiGarcia@Volt.com>; Tom Schmidt <TSchmidt@Volt.com>  Subject: Re: (Urgent) STANFORD HEALTH CARE acct#9451527 ( inv#33832369 Maritess Xavier Conversion Fee Amendment )     Hi Gigi  I think atom is traveling today.     Tom can you take a look and see execute and hopefully that will be the last of it. Lol    Gigi did you leave me a vm. I didn't see a call from you. But I have been having some issues.     Thanks all!  O"," status final demand mailed oa dup pmt custmr previously notified cll refund currnt recd call frm helena finikaki stanford waiting amendment signed vlt conv pd labor hrs orlando signed submitted stanford eml orlando complete amendment conversion fee orlando orellana tom schmidt urgent stanford health care maritess xavier conversion fee amendment orlando called today leave voicemail message lady answered apologize remembering told office person office today support customer service account representative information sciences shared accounting services fax orlando orellana tom schmidt urgent stanford health care maritess xavier conversion fee amendment atom traveling today tom execute lol leave vm call issues "
909,"GG STATUS 1-25-17  (Final demand mailed) ( #33503077OA -2,341.92  dup pmt custmr previously notified cll to refund once acct is currnt)  * Coll recd call frm Helena  Finikaki@Stanford, waiting on amendment to be signed by Vlt so the CONV can be pd.  The $11K , labor hrs, per Orlando@volt already signed and submitted to Stanford. Coll eml Orlando@volt to complete amendment for Conversion Fee.   From: Gigi Garcia   Sent: Wednesday, January 25, 2017 3:52 PM  To: 'Findikaki, Helena' <HFindikaki@stanfordhealthcare.org>; Orlando Orellana <OOrellana@Volt.com>; Tom Schmidt <TSchmidt@Volt.com>  Cc: 'Harris, Greg' <GrHarris@stanfordhealthcare.org>; Levano, Pedro <PLevano@stanfordhealthcare.org>; Fanner, Michelle <MFanner@stanfordhealthcare.org>; 'Yap, Ann-Marie' <AYap@stanfordhealthcare.org>; Terry Jordan <TJordan@volt.com>; Germaine Adkerson <GAdkerson@volt.com>  Subject: (Urgent) STANFORD HEALTH CARE acct#9451527 ( inv#33832369 Maritess Xavier Conversion Fee Amendment )     **Hi Helena,  Thank you for the phone call today.  Per our discussion today I have documented the account the two invoices in question will be paid as soon as Volt completes the attached form.       **Hi  Tom and Orlando,  I called today.   I was not able to connect with you. Can you please signed the attached and return to Stanford as soon as possible. They will need the attached form signed in order for the Conversion fee to be paid.  # 33832369 $ 5,616.00 ( Conversion Fee)  # 34199170  $ 11,307.45 ( labor hours, previously approved by Ann Marie Yap)   Your assistance is greatly appreciated.     Gigi Garcia  Customer Service Account Representative  Volt Information Sciences  Shared Accounting Services  (714)921-7450 tel  (714)921-5563fax  GigiGarcia@Volt.com"," status final demand mailed oa dup pmt custmr previously notified cll refund currnt recd call frm helena finikaki stanford waiting amendment signed vlt conv pd labor hrs orlando signed submitted stanford eml orlando complete amendment conversion fee findikaki helena orlando orellana tom schmidt harris greg levano pedro fanner michelle yap ann marie adkerson urgent stanford health care maritess xavier conversion fee amendment helena phone call today discussion today documented account invoices question paid completes attached form tom orlando called today connect signed attached return stanford attached form signed order conversion fee paid conversion fee labor previously approved ann marie yap assistance greatly appreciated customer service account representative information sciences shared accounting services fax "
910,"GG STATUS 1-25-17  (Final demand mailed) ( #33503077OA -2,341.92  dup pmt custmr previously notified cll to refund once acct is currnt)  * Coll recd call frm Helena  Finikaki@Stanford, waiting on amendment to be signed by Vlt so the CONV can be pd.  The $11K , labor hrs, per Orlando@volt already signed and submitted to Stanford. Coll eml Orlando@volt to complete amendment for Conversion Fee.   From: Findikaki, Helena [mailto:HFindikaki@stanfordhealthcare.org]   Sent: Wednesday, January 25, 2017 3:36 PM  To: Gigi Garcia <GigiGarcia@Volt.com>  Cc: Soares, Joseph <JSoares@stanfordhealthcare.org>  Subject: FW: Maritess Xavier Conversion Fee Amendment  Importance: High    Hello Gigi,    Please find attached the amendment sent to Orlando this morning.    Thank you,    Helena Findikaki  Manager – Technology and Operations Management, Digital Solutions  Stanford Health Care  7600 Gateway Blvd., Newark, CA 94560  O: 650.736.9357 | C: 650.245.1653  hfindikaki@stanfordhealthcare.org"," status final demand mailed oa dup pmt custmr previously notified cll refund currnt recd call frm helena finikaki stanford waiting amendment signed vlt conv pd labor hrs orlando signed submitted stanford eml orlando complete amendment conversion fee findikaki helena hfindikaki stanfordhealthcare org soares joseph maritess xavier conversion fee amendment importance high find attached amendment orlando helena findikaki manager technology operations management digital solutions stanford health care gateway blvd newark hfindikaki stanfordhealthcare org"
911,"ad 1/25/17    From: Anna Durling   Sent: Wednesday, January 25, 2017 3:53 PM  To: Maximo Botello <MBotello@volt.com>  Subject: RE: Need Volt Invoices and SOA till Dec 2016 (Flextronics acct 9451789)    Hi Max,    Welcome back! Attached is the most recent open item query so you can put together most updated SOA.    Thank you!    Anna Durling  Customer Account Representative  Volt Information Sciences  Shared Accounting Services  714-921-7641  714-921-7061 FAX  adurling@volt.com            From: Maximo Botello   Sent: Wednesday, January 25, 2017 1:49 PM  To: Anna Durling <ADurling@Volt.com>  Subject: RE: Need Volt Invoices and SOA till Dec 2016 (Flextronics acct 9451789)    Hello Anna,    I am back in the office if you have the data I can put the SOA together.    Regards,      Max Botello  Manager, Client Support    Volt Workforce Solutions  2401 North Glassell Street Orange, CA 92865  t: 714.921.7408 I f: 877.497.0515 l  mbotello@volt.com I www.volt.com"," maximo botello invoices soa till flextronics max back attached recent open item query put updated soa customer account representative information sciences shared accounting services fax adurling maximo botello invoices soa till flextronics back office data put soa max botello manager client support workforce solutions north street orange mbotello "
912,"LAG  Account is current; the 1/8 invoice is due on 2/7.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoice due "
913,"LAG  Account is current; the 1/8 invoice is due on 2/7.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoice due "
914,"LAG  Account is current; the 1/8 invoice is due on 2/7.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoice due "
915,"ad 1/25/17    From: Charmaine Podmore   Sent: Wednesday, January 25, 2017 3:43 PM  To: Joan Lewis <JLewis@Volt.com>  Cc: Anna Durling <ADurling@Volt.com>; Evelyn Gutierrez <EGutierrez@Volt.com>  Subject: RE: ESTERLINE KIRKHILL - Brea acct #9454014 (consolidated invoice request)    I think you communicating directly with Esterline may be helpful at this point Joan, for adjustments and requests.         Charmaine Podmore  cpodmore@volt.com    From: Charmaine Podmore   Sent: Wednesday, January 25, 2017 2:32 PM  To: Diana Rosales <diana.rosales@esterline.com>  Cc: Joan Lewis <JLewis@Volt.com>; Anna Durling <ADurling@Volt.com>; Evelyn Gutierrez <EGutierrez@Volt.com>; Hall, Tiffany <Tiffany.Hall@Honeywell.com>; Holly Hall <holly.a.hall@esterline.com>; Julie Leon <julie.leon@esterline.com>  Subject: RE: ESTERLINE KIRKHILL - Brea acct #9454014 (consolidated invoice request)    Thank you Diana, I will ensure this is received.    Quick question: Does this attachment list All Depts where you will be using Volt’s temp employees?     If front office temps are ever requested, we would need that Dept number too for our original set up.    *Volt,  Please note list of Depts attached.    Charmaine Podmore  cpodmore@volt.com"," charmaine podmore joan lewis evelyn gutierrez esterline kirkhill brea consolidated invoice request communicating directly esterline helpful point joan adjustments requests charmaine podmore cpodmore charmaine podmore diana rosales joan lewis evelyn gutierrez hall tiffany holly hall julie leon esterline kirkhill brea consolidated invoice request diana ensure received quick question attachment list depts volts temp employees front office temps requested dept number original set note list depts attached charmaine podmore cpodmore "
916,"From: Joan Lewis   Sent: Wednesday, January 25, 2017 2:41 PM  To: Charmaine Podmore <CPodmore@volt.com>  Cc: Anna Durling <ADurling@Volt.com>; Evelyn Gutierrez <EGutierrez@Volt.com>  Subject: FW: ESTERLINE KIRKHILL - Brea acct #9454014 (consolidated invoice request)    Charmaine,    Some of the  values for Department are more than 30 characters long, which may cause an issue when PeopleSoft is upgraded, can you shorten the values that the validation list should contain and submit?    Reference ticket 1563787    Thank you    Joan Lewis   Customer Support Analyst   VIS Shared Accounting Services   Tel: (714) 921-5868  Fax: (714) 921-5789  jlewis@volt.com"," joan lewis charmaine podmore evelyn gutierrez esterline kirkhill brea consolidated invoice request charmaine values department characters long issue peoplesoft upgraded shorten values validation list submit reference ticket joan lewis customer support analyst vis shared accounting services fax jlewis "
917,"From: Diana Rosales [mailto:diana.rosales@esterline.com]   Sent: Wednesday, January 25, 2017 2:22 PM  To: Charmaine Podmore <CPodmore@volt.com>  Cc: Joan Lewis <JLewis@Volt.com>; Anna Durling <ADurling@Volt.com>; Evelyn Gutierrez <EGutierrez@Volt.com>; Hall, Tiffany <Tiffany.Hall@Honeywell.com>  Subject: RE: ESTERLINE KIRKHILL - Brea acct #9454014 (consolidated invoice request)    Good Afternoon Charmaine,    At the request of Anna Durling,  a list was provided by Julie Leon on 12/19/16---please see attached.        Thank You  Diana L. Rosales  Accounts Payable    Esterline  l  Engineered Materials  300 E. Cypress St.  Brea, Ca. 92821  Tel: (714) 529-4901 Ext. 5269  Fax: (714) 464-4578  www.esterline.com  Featuring DARCHEM, KIRKHILL, NMC and TA Products and  HYTEK finishes  Click here to read disclaimer.    From: Charmaine Podmore [mailto:CPodmore@volt.com]   Sent: Wednesday, January 25, 2017 2:15 PM  To: Diana Rosales; Holly Hall  Cc: Joan Lewis; Anna Durling; Evelyn Gutierrez  Subject: [EXTERNAL] ESTERLINE KIRKHILL - Brea acct #9454014 (consolidated invoice request)  Importance: High    Hello Diana/Holly,     My Accounts Dept informed me that they are working on fulfilling your request for consolidated invoicing.     We would need to obtain a list of Departments from Esterline in order to set this up properly.  Can you please provide that list, and reply to All - thank you!        Regards,     Charmaine Podmore  cpodmore@volt.com"," diana rosales diana rosales esterline charmaine podmore joan lewis evelyn gutierrez hall tiffany esterline kirkhill brea consolidated invoice request charmaine request list provided julie leon attached diana rosales accounts payable esterline engineered materials cypress st brea ext fax esterline featuring darchem kirkhill nmc ta products hytek finishes click read disclaimer charmaine podmore cpodmore diana rosales holly hall joan lewis evelyn gutierrez external esterline kirkhill brea consolidated invoice request importance high diana holly accounts dept informed working fulfilling request consolidated invoicing obtain list departments esterline order set properly provide list reply charmaine podmore cpodmore "
918,"LAG  Pmt recvd-balance is zero.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag pmt recvd balance "
919,"LAG  Account is current; the 1/15 invoice is due on 2/14.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoice due "
920,"LAG  Account is current; the 1/8 invoice is due on 2/7.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoice due "
921,"LAG  1/15/17 billing emailed    From: PDF_Billing   Sent: Friday, January 20, 2017 7:00 AM  To: 'bwootten@buildingstars.com' <bwootten@buildingstars.com>; 'ghill@buildingstars.com' <ghill@buildingstars.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9449960_BUILDINGSTARS_WE-2017-01-15  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    LAG  1/8/17 billing emailed    From: PDF_Billing   Sent: Friday, January 13, 2017 10:14 AM  To: 'bwootten@buildingstars.com' <bwootten@buildingstars.com>; 'Jkampelman@buildingstars.com.' <Jkampelman@buildingstars.com.>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9449960_BUILDINGSTARS_WE-2017-01-08  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    LAG  1/1/17 billing emailed    From: PDF_Billing   Sent: Friday, January 06, 2017 9:34 AM  To: 'bwootten@buildingstars.com' <bwootten@buildingstars.com>; 'Jkampelman@buildingstars.com.' <Jkampelman@buildingstars.com.>; 'ghill@buildingstars.com' <ghill@buildingstars.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: VOLT INVOICE - 9449960_BUILDINGSTARS_WE-2017-01-01  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag billing billing bwootten buildingstars ghill buildingstars invoice buildingstars lag billing billing bwootten buildingstars jkampelman buildingstars invoice buildingstars lag billing billing bwootten buildingstars jkampelman buildingstars ghill buildingstars invoice buildingstars "
922,"LAG  Account is current; the 1/8 invoices are due on 2/7.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoices due "
923,"ad 1/25/17    From: Katherine Day   Sent: Tuesday, January 24, 2017 4:51 PM  To: Anna Durling <ADurling@Volt.com>  Cc: Shubha Blaustein (Nandyal) <SBlaustein@volt.com>  Subject: RE: Flextronics acct 9451789 (referred to you by Shubha)    No worries.. I will get them together and send..  ?             Katherine A. Day     Manager, SAS Staffing Time and Expense  Certified Six Sigma Yellow Belt     VIS Shared  Accounting Services- Federal Way, WA  Kday@volt.com l t: 253-733-4116 (VOIP 21716)"," katherine day shubha blaustein nandyal flextronics referred shubha worries send katherine day manager sas staffing time expense certified sigma yellow belt vis shared accounting services federal wa kday voip"
924,"LU    From: Linda Urieta   Sent: Wednesday, January 25, 2017 3:30 PM  To: Hema Dadlani <HDadlani@volt.com>  Cc: Germaine Adkerson <GAdkerson@volt.com>; Modesta Perez <MPerez@Volt.com>  Subject: 9416760_AMERIMAX BUILDING PRODUCTS INC    Hi Hema,    Please advise of payment status on pending invoices:       Thanks,    Linda Urieta  Credit Supervisor  Six Sigma Yellow Belt","lu linda urieta adkerson amerimax building products advise payment status pending invoices linda urieta credit supervisor sigma yellow belt"
925,"LAG  Emailed 12/18 inv 34630574 to Katie for pmt status    From: Lesley Gonzalez   Sent: Wednesday, January 25, 2017 3:33 PM  To: 'Katie DeVries' <kdevries@ntic.com>  Subject: Northern Technologies, 9448315    Hi Katie,    Please let me know if the attached 12/18 invoice 34630574 has been scheduled for payment, as it was missed when the other one was paid.    Thank you,    Lesley Gonzalez  Account Representative  Certified Six Sigma Yellow Belt  Volt Information Sciences | Shared Accounting Services  2421 N Glassell Street | Orange, CA 92865  T: (714) 921-5768| F:(714) 921-7061   lagonzalez@volt.com | www.volt.com  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag katie pmt status katie devries northern technologies katie attached invoice scheduled payment missed paid account representative certified sigma yellow belt information sciences shared accounting services street orange lagonzalez "
926,"From: Terry Jordan   Sent: Wednesday, January 25, 2017 3:28 PM  To: 'Kravtseva, Ana' <Ana.Kravtseva@soroc.com>  Cc: Ricky Persaud <RPersaud@Maintech.com>  Subject: RE: Payment Status    Hi Ana,  Can I get an update on the items that were previously not approved as well as the invoices that were due on 1/24?    Thanks  Terry    Terry L. Jordan    Director of Collections  Certified Six Sigma Black Belt    Volt Information Sciences  Shared Accounting Services  2421 N. Glassell St. Orange, Ca. 92865  Ph. 714 921 5590   tjordan@volt.com"," kravtseva ana ricky persaud payment status ana update items previously approved invoices due director collections certified sigma black belt information sciences shared accounting services st orange ph tjordan "
927,"LAG  Account is current; the 1/1 invoice is due on 1/31.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoice due "
928,"GG STATUS 1-25-17  ( 1-25 coll obtained pmt cpy reached out to custmr ?? ovr pmt -371.14)( crdts -146.59 #34606879 -41.88 # 34632968  collfwd to the cstomr)  *** Custmr has been notified of crdts -146.59 -41.88,  Coll eml custmr ?? addl pmt.  From: Gigi Garcia   Sent: Wednesday, January 25, 2017 3:25 PM  To: 'alexam@sujajuice.com' <alexam@sujajuice.com>  Subject: SUJA JUICE acct#9453310 ( #34379045 total billed $6,256.93 payment received -6,628.07 leaving credit balance -371.14 )     Hi,    Hope all is well.  I need your assistance. Can you please provide overpayment details for the above invoice listed( see attached payment copy).     Thank you for the support.     Gigi Garcia  Customer Service Account Representative  Volt Information Sciences  Shared Accounting Services  (714)921-7450 tel  (714)921-5563fax  GigiGarcia@Volt.com"," status obtained pmt cpy reached custmr ovr pmt crdts collfwd cstomr custmr notified crdts eml custmr addl pmt alexam sujajuice suja juice total billed payment received leaving credit balance hope assistance provide overpayment details invoice listed attached payment copy support customer service account representative information sciences shared accounting services fax "
929,"RS- submitted dispute on inv 34581488 due to incorrect bill rate  From: Cathy Windenburg   Sent: Wednesday, January 25, 2017 3:13 PM  To: Rosa Serna <RSerna@Volt.com>  Subject: RE: VOLT INVOICES : 0027901_BE AEROSPACE FSI bill rate    Here is what Volt Track states:  Assignment  Pay Change  Pay increase at BE Aerospace - FSI, DL = $14.00, BR = $19.95, Effective 11/21/2016, Reason: General. Req 1537853, Material Handler. Volt Job Number is 76393Z, Department ID 318105999. Wrong pay rate was input initially. The correct rate of pay has been input now.  Binder, Thomas on 12/8/2016 at 1:35 PM  It shows his bill rate at $19.95 even when we had the wrong pay rate listed.   From: Rosa Serna   Sent: Wednesday, January 25, 2017 12:58 PM  To: Cathy Windenburg <CWindenburg@volt.com>  Subject: RE: VOLT INVOICES : 0027901_BE AEROSPACE FSI bill rate    Hi Cathy, can you confirm the below.  Thank you,      Rosa Serna  Account Representative  Shared Accounting Services    Volt Information Sciences, Inc. | 2421 North Glassell Street | Orange, CA 92865  t: 714.921.5803 | f: 714.921.7061 | rserna@volt.com"," submitted dispute due incorrect bill rate cathy windenburg rosa serna invoices aerospace fsi bill rate track states assignment pay change pay increase aerospace fsi dl br effective reason general req material handler job number department id wrong pay rate input initially correct rate pay input binder thomas shows bill rate wrong pay rate listed rosa serna cathy windenburg invoices aerospace fsi bill rate cathy confirm rosa serna account representative shared accounting services information sciences north street orange rserna "
930,"LAG  Account is current; the 1/15 invoices are due on 2/14.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag account current invoices due "
931,"LAG  Collector ID change requested    From: Germaine Adkerson   Sent: Wednesday, January 25, 2017 12:36 PM  To: Creditapplications <creditapplications@Volt.com>; Modesta Perez <MPerez@Volt.com>  Cc: Denise Shepherd <DShepherd@Volt.com>; Lesley Gonzalez <LAGonzalez@Volt.com>; Terry Jordan <TJordan@volt.com>  Subject: VALICOR ENVIRONMENTAL SERVICES 9452233 - CHANGE COL ID       Since state MO is under Lesley Gonzalez, please  change col id.      Thank you.    Germaine Adkerson  Assistant Collection Manager  VOLT INFORMATION SCIENCES, INC.  Shared Accounting Services  2421 North Glassell St., Orange, CA. 92865  Phone (714) 921-7540  Fax (714) 921-5563  gadkerson@volt.com  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag collector id change requested adkerson creditapplications valicor environmental services change col id state mo change col id adkerson assistant collection manager information sciences shared accounting services north st orange phone fax gadkerson "
932,"ad 1/25/17    From: Anna Durling   Sent: Wednesday, January 25, 2017 3:23 PM  To: 'Beall, Cynthia (US - FSSC)' <cynthia.beall@meggitt.com>  Subject: RE: MEGGITT SENSING SYSTEMS acct 0023909 - Check details for past due invoices needed    Why are they being paid so late?      Anna Durling  Customer Account Representative  Volt Information Sciences  Shared Accounting Services  714-921-7641  714-921-7061 FAX  adurling@volt.com    From: Beall, Cynthia (US - FSSC) [mailto:cynthia.beall@meggitt.com]   Sent: Wednesday, January 25, 2017 5:37 AM  To: Anna Durling <ADurling@Volt.com>  Subject: RE: MEGGITT SENSING SYSTEMS acct 0023909 - Check details for past due invoices needed    These invoices are posted and s/be paid on the next check run the first Tuesday in February.    Thanks, Cindy"," beall cynthia fssc meggitt sensing systems check details past due invoices needed paid late customer account representative information sciences shared accounting services fax adurling beall cynthia fssc cynthia beall meggitt meggitt sensing systems check details past due invoices needed invoices posted paid check run february cindy"
933,"mp    From: Modesta Perez   Sent: Wednesday, January 25, 2017 3:22 PM  To: Lisa Funai <LFunai@volt.mail.onmicrosoft.com>; Donna Persson <DPersson@volt.com>  Subject: AutoSplice #9446802 - Br#43093 & Br#43095 Past Due  Importance: High    PAST DUE  Internal Use Only  ________________________________________    Hello Lisa and Donna,    A review of AutoSplice #9446802 indicates a balance of $52.6k owed to Volt of which$38.7k is past due.    Every customer is carefully evaluated to establish a credit limit we believe is consistent with Volt's threshold criteria for credit worthiness. We have established $50k as credit limit and believe it is appropriate. Due to the past due, the customer is near or over credit limit, please review and respond if you anticipate business increase?    The policy requires a New Customer Profile be submitted for credit approval before assignment is placed, if adding business on existing customers. This will ensure client is not placed on No Adds Hold due to exceeding credit limit and/or non-payment.  Thank You,    Modesta Perez  Credit Manager     Volt Information Sciences, Inc.  Shared Accounting Services  2421 North Glassell Street  Orange, CA 92865  Office 714-921-7093  mperez@volt.com"," lisa funai donna persson autosplice br br past due importance high past due internal lisa donna review autosplice balance owed past due customer carefully evaluated establish credit limit consistent threshold criteria credit worthiness established credit limit due past due customer credit limit review respond anticipate business increase policy requires customer profile submitted credit approval assignment adding business existing customers ensure client adds hold due exceeding credit limit payment credit manager information sciences shared accounting services north street orange office mperez "
934,"GG STATUS 1-25-17  ( 1-5-17 coll requested timesheet from Maria@Volt brnch for itms 11-27 thru 1-1-17 ) ( 1-5-17 coll resubmitted invs and timesheets, skpped 11-13 inv to Mara)  **Eml frm Mara custmr 11-13 pd. Custmr wrkng on addl pmt.   -----Original Message-----  From: Von Klosst-Dohna, Mara [mailto:mvklosstdohna@callutheran.edu]   Sent: Wednesday, January 25, 2017 2:24 PM  To: Gigi Garcia <GigiGarcia@Volt.com>  Subject: RE: CALIFORNIA LUTHERAN UNIVERSITY ACCT#0012411 ( # 34524350 #34524351 11-13-16 invoices and timesheet)     Hello Gigi,    Invoices  #34524350 & #34524351 were paid on 1/24/17 Check #316470.  The check amount is $722.29.    Please let me know if you have any further questions,    Regards,    Mara von Klosst-Dohna  Administrative Assistant"," status requested timesheet maria brnch itms resubmitted invs timesheets skpped mara eml frm mara custmr pd custmr wrkng addl pmt original message von klosst dohna mara mvklosstdohna callutheran california lutheran university invoices timesheet invoices paid check check amount questions mara von klosst dohna administrative assistant"
935,"_____________________________________________  From: Terry Jordan   Sent: Wednesday, January 25, 2017 3:19 PM  To: 'Lindsey Goodman' <Lindsey_Goodman@SHI.com>; 'Lauren Dadon' <Lauren_Dadon@SHI.com>; 'Nicholas Black' <Nicholas_Black@SHI.com>  Subject: Payment status SHI 9417644      Good Afternoon,   Please see the attached statement with the past due items highlighted. Nick- your last email to me on 1/05 said that you were having everything processed the following week, we have not received payment. Please provide me with payment status  on these. Lauren there are still a couple of items for you to clear  and Lindsey if you could follow up on those that were submitted to Accounting back on 1/03 that would be great. Your account is over credit line as well so the credit department is looking for status.    Thank  you for your assistance!    Terry     Terry L. Jordan    Director of Collections  Certified Six Sigma Black Belt    Volt Information Sciences  Shared Accounting Services  2421 N. Glassell St. Orange, Ca. 92865  Ph. 714 921 5590   tjordan@volt.com"," lindsey goodman lauren dadon nicholas black payment status shi attached statement past due items highlighted nick processed received payment provide payment status lauren couple items clear lindsey follow submitted accounting back great account credit line credit department status assistance director collections certified sigma black belt information sciences shared accounting services st orange ph tjordan "
